stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
16173,,"Naujadvario g. B",,54.85952,23.86309,https://www.stops.lt/kaunas/index.html#stop/919,,
16468,,"Tirkiliškiai",,54.85810,23.85692,https://www.stops.lt/kaunas/index.html#stop/920,,
16192,,"Tirkiliškių g. A",,54.86218,23.86888,https://www.stops.lt/kaunas/index.html#stop/923,,
16193,,"Tirkiliškių g. B",,54.86217,23.86861,https://www.stops.lt/kaunas/index.html#stop/924,,
2956,,"Kėdainių g. C",,54.90762,23.87516,https://www.stops.lt/kaunas/index.html#stop/678,,
14458,,"Kėdainių g. D",,54.90765,23.87573,https://www.stops.lt/kaunas/index.html#stop/1002,,
17311,,"Pamario g. A",,54.91556,24.07168,https://www.stops.lt/kaunas/index.html#stop/1096,,
17310,,"Pamario g. B",,54.91540,24.07165,https://www.stops.lt/kaunas/index.html#stop/1095,,
15618,,"Kleboniškio miško parkas A",,54.95043,23.93157,https://www.stops.lt/kaunas/index.html#stop/867,,
15975,,"Aluonos g. B",,54.94565,23.82879,https://www.stops.lt/kaunas/index.html#stop/900,,
15129,,"Liucijanavos g. A",,54.94781,23.82848,https://www.stops.lt/kaunas/index.html#stop/819,,
15177,,"Liucijanavos g. B",,54.94789,23.82861,https://www.stops.lt/kaunas/index.html#stop/830,,
15167,,"Šilagirio g. A",,54.94249,23.82888,https://www.stops.lt/kaunas/index.html#stop/828,,
15168,,"Šilagirio g. B",,54.94163,23.82909,https://www.stops.lt/kaunas/index.html#stop/829,,
15130,,"Vijūkų g. C",,54.93792,23.83046,https://www.stops.lt/kaunas/index.html#stop/820,,
15131,,"Vijūkų g. D",,54.93795,23.83058,https://www.stops.lt/kaunas/index.html#stop/821,,
17277,,"E. Levino g.",,54.94388,23.82131,https://www.stops.lt/kaunas/index.html#stop/1138,,
17281,,"Gaižuvėlės akligatvis",,54.94282,23.81551,https://www.stops.lt/kaunas/index.html#stop/1139,,
17612,,"Kraigo g. A",,54.94433,23.82393,https://www.stops.lt/kaunas/index.html#stop/1165,,
17611,,"Kraigo g. B",,54.94449,23.82485,https://www.stops.lt/kaunas/index.html#stop/1164,,
14993,,"M. ir P. Šalčių g. A",,54.94342,23.80699,https://www.stops.lt/kaunas/index.html#stop/795,,
17508,,"M. ir P. Šalčių g. B",,54.94316,23.80509,https://www.stops.lt/kaunas/index.html#stop/1141,,
14994,,"Romainiškių g. A",,54.94479,23.81141,https://www.stops.lt/kaunas/index.html#stop/796,,
14995,,"Romainiškių g. B",,54.94494,23.81156,https://www.stops.lt/kaunas/index.html#stop/797,,
4378,,"Geležinkelio stotis E",,54.88752,23.93370,https://www.stops.lt/kaunas/index.html#stop/237,,
16518,,"Jazminų g. A",,54.90453,24.04243,https://www.stops.lt/kaunas/index.html#stop/962,,
16517,,"Jazminų g. B",,54.90467,24.04382,https://www.stops.lt/kaunas/index.html#stop/961,,
16501,,"Marių g. A",,54.90111,24.03683,https://www.stops.lt/kaunas/index.html#stop/960,,
16500,,"Marių g. B",,54.90167,24.03758,https://www.stops.lt/kaunas/index.html#stop/959,,
2910,,"Neveronių g. A",,54.92009,24.07649,https://www.stops.lt/kaunas/index.html#stop/632,,
17414,,"Merkio g.",,54.91419,24.05197,https://www.stops.lt/kaunas/index.html#stop/1112,,
15082,,"Upytės g. A",,54.90738,24.04256,https://www.stops.lt/kaunas/index.html#stop/809,,
15083,,"Upytės g. B",,54.90800,24.04362,https://www.stops.lt/kaunas/index.html#stop/810,,
15332,,"Užupio g. A",,54.91174,24.04696,https://www.stops.lt/kaunas/index.html#stop/839,,
15333,,"Užupio g. B",,54.91141,24.04693,https://www.stops.lt/kaunas/index.html#stop/840,,
15160,,"Medekšinės g. A",,54.92883,23.81096,https://www.stops.lt/kaunas/index.html#stop/825,,
15159,,"Medekšinės g. B",,54.92869,23.81110,https://www.stops.lt/kaunas/index.html#stop/824,,
15125,,"Paštuvos g. A",,54.92980,23.80688,https://www.stops.lt/kaunas/index.html#stop/818,,
15124,,"Paštuvos g. B",,54.92970,23.80667,https://www.stops.lt/kaunas/index.html#stop/817,,
16182,,"Pilviškių g. B",,54.86450,23.88197,https://www.stops.lt/kaunas/index.html#stop/921,,
14370,,"Jiesios pl. B",,54.85555,23.94321,https://www.stops.lt/kaunas/index.html#stop/793,,
15383,,"Rambyno g. A",,54.88942,23.94413,https://www.stops.lt/kaunas/index.html#stop/841,,
15601,,"Rambyno g. B",,54.88883,23.94274,https://www.stops.lt/kaunas/index.html#stop/865,,
15628,,"Jūros g.",,54.90850,23.86586,https://www.stops.lt/kaunas/index.html#stop/869,,
14622,,"Kaniūkai D",,54.91948,23.82979,https://www.stops.lt/kaunas/index.html#stop/2003,,
16916,,"Kaniūkai išlaipinimas",,54.91934,23.82993,https://www.stops.lt/kaunas/index.html#stop/2006,,
16408,,"Rokelių g. A",,54.84456,23.96861,https://www.stops.lt/kaunas/index.html#stop/948,,
16386,,"Rokelių g. B",,54.84432,23.96859,https://www.stops.lt/kaunas/index.html#stop/947,,
17317,,"Spindulio g.",,54.84145,23.97129,https://www.stops.lt/kaunas/index.html#stop/1097,,
17434,,"Lubinų g. A",,54.94166,23.81343,https://www.stops.lt/kaunas/index.html#stop/1121,,
17418,,"Lubinų g. B",,54.94224,23.81356,https://www.stops.lt/kaunas/index.html#stop/1120,,
15001,,"Romainių g. A",,54.92977,23.82000,https://www.stops.lt/kaunas/index.html#stop/803,,
15000,,"Romainių g. B",,54.93104,23.81890,https://www.stops.lt/kaunas/index.html#stop/802,,
17420,,"Vieškeliuko g.",,54.93302,23.81773,https://www.stops.lt/kaunas/index.html#stop/1119,,
17431,,"Vijūkų g. A",,54.93823,23.81509,https://www.stops.lt/kaunas/index.html#stop/1122,,
17419,,"Vijūkų g. B",,54.93765,23.81545,https://www.stops.lt/kaunas/index.html#stop/1118,,
16340,,"Jono Basanavičiaus gimnazija A",,54.93330,23.89181,https://www.stops.lt/kaunas/index.html#stop/943,,
16341,,"Jono Basanavičiaus gimnazija B",,54.93318,23.89167,https://www.stops.lt/kaunas/index.html#stop/944,,
15585,,"Seniavos kapinės A",,54.85585,23.90701,https://www.stops.lt/kaunas/index.html#stop/862,,
15584,,"Seniavos kapinės B",,54.85562,23.90745,https://www.stops.lt/kaunas/index.html#stop/861,,
15553,,"Kauno ligoninė A",,54.87882,23.94589,https://www.stops.lt/kaunas/index.html#stop/4026,,
15562,,"Urmo turgus",,54.91613,23.99816,https://www.stops.lt/kaunas/index.html#stop/855,,
15068,,"Būrio g.",,54.85506,23.88050,https://www.stops.lt/kaunas/index.html#stop/806,,
15070,,"Technikumo g.",,54.85694,23.86538,https://www.stops.lt/kaunas/index.html#stop/807,,
15098,,"Vaitapilės g.",,54.85589,23.87513,https://www.stops.lt/kaunas/index.html#stop/811,,
15190,,"Žvalgų g.",,54.85628,23.87070,https://www.stops.lt/kaunas/index.html#stop/831,,
15600,,"Tilto g. D",,54.86234,23.95800,https://www.stops.lt/kaunas/index.html#stop/864,,
15743,,"Tirkiliškių g. C",,54.86110,23.86954,https://www.stops.lt/kaunas/index.html#stop/879,,
15744,,"Tirkiliškių g. D",,54.86124,23.86946,https://www.stops.lt/kaunas/index.html#stop/880,,
15107,,"Birutės g. B",,54.87058,23.97739,https://www.stops.lt/kaunas/index.html#stop/813,,
17551,,"Gamyklos g. A",,54.95124,23.89163,https://www.stops.lt/kaunas/index.html#stop/1152,,
17511,,"Šv. Kazimiero progimnazija A",,54.95023,23.88987,https://www.stops.lt/kaunas/index.html#stop/1142,,
16367,,"Vytauto Didžiojo tiltas B",,54.89219,23.89000,https://www.stops.lt/kaunas/index.html#stop/970,,
16774,,"9-asis fortas A",,54.94476,23.87635,https://www.stops.lt/kaunas/index.html#stop/1080,,
17029,,"9-asis fortas B",,54.94517,23.87679,https://www.stops.lt/kaunas/index.html#stop/1077,,
16471,,"Kauno IX forto muziejus",,54.94174,23.87578,https://www.stops.lt/kaunas/index.html#stop/958,,
17031,,"Giraitė A",,54.95805,23.86587,https://www.stops.lt/kaunas/index.html#stop/1079,,
17030,,"Giraitė B",,54.95674,23.86795,https://www.stops.lt/kaunas/index.html#stop/1078,,
16015,,"Balio Buračo gimnazija",,54.97144,24.06775,https://www.stops.lt/kaunas/index.html#stop/905,,
15621,,"Didvyriai A",,54.95209,23.77661,https://www.stops.lt/kaunas/index.html#stop/868,,
17073,,"Didvyriai B",,54.95294,23.77671,https://www.stops.lt/kaunas/index.html#stop/1086,,
15489,,"Švyturių g.",,54.94960,23.77689,https://www.stops.lt/kaunas/index.html#stop/851,,
16689,,"Fitsout A",,54.95408,24.05139,https://www.stops.lt/kaunas/index.html#stop/1116,,
16118,,"Fitsout B",,54.95421,24.05260,https://www.stops.lt/kaunas/index.html#stop/912,,
16126,,"Hella A",,54.95435,24.05801,https://www.stops.lt/kaunas/index.html#stop/913,,
16069,,"Hella B",,54.95437,24.05761,https://www.stops.lt/kaunas/index.html#stop/911,,
16012,,"1-ieji Ramučiai",,54.95305,24.03138,https://www.stops.lt/kaunas/index.html#stop/909,,
17606,,"Centrinė g. A",,54.94374,24.03785,https://www.stops.lt/kaunas/index.html#stop/1163,,
17605,,"Centrinė g. B",,54.94331,24.03802,https://www.stops.lt/kaunas/index.html#stop/1162,,
16892,,"Ramučių kultūros centras A",,54.94816,24.03809,https://www.stops.lt/kaunas/index.html#stop/992,,
16865,,"Ramučių kultūros centras B",,54.94899,24.03720,https://www.stops.lt/kaunas/index.html#stop/983,,
16802,,"Continental A",,54.94540,24.05271,https://www.stops.lt/kaunas/index.html#stop/1115,,
17350,,"Continental B",,54.94533,24.05154,https://www.stops.lt/kaunas/index.html#stop/1098,,
16694,,"Continental C",,54.94583,24.05532,https://www.stops.lt/kaunas/index.html#stop/1114,,
16909,,"J.Naujalio g.",,54.94523,23.76194,https://www.stops.lt/kaunas/index.html#stop/997,,
15033,,"Sakalų g.",,54.94599,23.76940,https://www.stops.lt/kaunas/index.html#stop/804,,
16927,,"Svarstyklės A",,54.94793,23.76257,https://www.stops.lt/kaunas/index.html#stop/1048,,
16924,,"Dobilų g.",,54.95171,23.77338,https://www.stops.lt/kaunas/index.html#stop/1045,,
2978,,"Aukščių g. A",,54.96591,23.91873,https://www.stops.lt/kaunas/index.html#stop/584,,
2979,,"Aukščių g. B",,54.96563,23.91797,https://www.stops.lt/kaunas/index.html#stop/583,,
2982,,"Domeikava",,54.96650,23.93445,https://www.stops.lt/kaunas/index.html#stop/401,,
2980,,"Domeikavos seniūnija A",,54.96699,23.92284,https://www.stops.lt/kaunas/index.html#stop/558,,
2981,,"Domeikavos seniūnija B",,54.96734,23.92432,https://www.stops.lt/kaunas/index.html#stop/402,,
2976,,"Pakalnės g. E",,54.96122,23.90613,https://www.stops.lt/kaunas/index.html#stop/698,,
2977,,"Pakalnės g. F",,54.96206,23.90784,https://www.stops.lt/kaunas/index.html#stop/699,,
16911,,"Eglių g.",,54.94001,23.77088,https://www.stops.lt/kaunas/index.html#stop/998,,
16432,,"Gandrų g. A",,54.79101,23.97298,https://www.stops.lt/kaunas/index.html#stop/952,,
16431,,"Gandrų g. B",,54.79119,23.97459,https://www.stops.lt/kaunas/index.html#stop/951,,
16433,,"Jovarų g. C",,54.79252,23.98824,https://www.stops.lt/kaunas/index.html#stop/953,,
16434,,"Jovarų g. D",,54.79247,23.98768,https://www.stops.lt/kaunas/index.html#stop/954,,
16897,,"Garažų g. C",,54.94770,24.00588,https://www.stops.lt/kaunas/index.html#stop/993,,
16014,,"Gėlių g. A",,54.88994,23.80506,https://www.stops.lt/kaunas/index.html#stop/904,,
16013,,"Gėlių g. B",,54.89010,23.80539,https://www.stops.lt/kaunas/index.html#stop/903,,
2915,,"Ringaudai A",,54.88437,23.78894,https://www.stops.lt/kaunas/index.html#stop/637,,
2914,,"Ringaudai B",,54.88470,23.78953,https://www.stops.lt/kaunas/index.html#stop/636,,
2913,,"Ringaudų pradinė mokykla A",,54.88827,23.80046,https://www.stops.lt/kaunas/index.html#stop/635,,
2912,,"Ringaudų pradinė mokykla B",,54.88790,23.79909,https://www.stops.lt/kaunas/index.html#stop/634,,
2967,,"Tabariškiai",,54.87933,23.78493,https://www.stops.lt/kaunas/index.html#stop/689,,
2928,,"Raguoliai A",,54.86098,24.05483,https://www.stops.lt/kaunas/index.html#stop/650,,
2927,,"Raguoliai B",,54.86129,24.05551,https://www.stops.lt/kaunas/index.html#stop/649,,
16811,,"Girionių aikštelė",,54.85603,24.04808,https://www.stops.lt/kaunas/index.html#stop/969,,
2926,,"Girionys A",,54.85615,24.04772,https://www.stops.lt/kaunas/index.html#stop/648,,
2925,,"Girionys B",,54.85562,24.04722,https://www.stops.lt/kaunas/index.html#stop/647,,
17445,,"Gojaus g. A",,54.95788,23.77423,https://www.stops.lt/kaunas/index.html#stop/1124,,
17446,,"Gojaus g. B",,54.95790,23.77433,https://www.stops.lt/kaunas/index.html#stop/1125,,
16903,,"A. ir A. Kriauzų pradinė mokykla",,54.94120,23.78141,https://www.stops.lt/kaunas/index.html#stop/995,,
16902,,"Raudondvario seniūnija",,54.93879,23.78029,https://www.stops.lt/kaunas/index.html#stop/994,,
16913,,"J.Janonio g.",,54.93902,23.77393,https://www.stops.lt/kaunas/index.html#stop/999,,
16933,,"Sankryža B",,54.82596,23.84897,https://www.stops.lt/kaunas/index.html#stop/1049,,
16809,,"Senosios Vainatrakio kapinės A",,54.78438,23.99869,https://www.stops.lt/kaunas/index.html#stop/967,,
16810,,"Senosios Vainatrakio kapinės B",,54.78464,23.99834,https://www.stops.lt/kaunas/index.html#stop/968,,
15472,,"Vainatrakio kapinės",,54.78263,23.99841,https://www.stops.lt/kaunas/index.html#stop/850,,
2983,,"Neveronys A",,54.92580,24.09194,https://www.stops.lt/kaunas/index.html#stop/392,,
2984,,"Neveronys B",,54.92687,24.09227,https://www.stops.lt/kaunas/index.html#stop/391,,
2941,,"Pervaža C",,54.92258,24.09040,https://www.stops.lt/kaunas/index.html#stop/663,,
2940,,"Pervaža D",,54.92278,24.09118,https://www.stops.lt/kaunas/index.html#stop/662,,
2985,,"Keramikų g. A",,54.93279,24.09744,https://www.stops.lt/kaunas/index.html#stop/390,,
2986,,"Keramikų g. B",,54.93208,24.09644,https://www.stops.lt/kaunas/index.html#stop/389,,
16881,,"Krašto g. A",,54.93591,24.11078,https://www.stops.lt/kaunas/index.html#stop/988,,
16877,,"Krašto g. B",,54.93607,24.11170,https://www.stops.lt/kaunas/index.html#stop/987,,
16419,,"Neveronių žiedas",,54.93663,24.12180,https://www.stops.lt/kaunas/index.html#stop/1051,,
14661,,"Ledos kapinės",,54.95401,23.82579,https://www.stops.lt/kaunas/index.html#stop/834,,
16926,,"Lomankos g.",,54.95843,23.75568,https://www.stops.lt/kaunas/index.html#stop/1047,,
4943,,"2-oji Karmėlava A",,54.97410,24.07357,https://www.stops.lt/kaunas/index.html#stop/754,,
14322,,"2-oji Karmėlava B",,54.97472,24.07560,https://www.stops.lt/kaunas/index.html#stop/756,,
5216,,"Biruliškės C",,54.93900,23.99569,https://www.stops.lt/kaunas/index.html#stop/735,,
5203,,"Biruliškės D",,54.93789,23.99396,https://www.stops.lt/kaunas/index.html#stop/730,,
5221,,"Karmėlava A",,54.96864,24.06150,https://www.stops.lt/kaunas/index.html#stop/738,,
5225,,"Karmėlava B",,54.96951,24.06399,https://www.stops.lt/kaunas/index.html#stop/739,,
5218,,"Margava A",,54.95413,24.02916,https://www.stops.lt/kaunas/index.html#stop/737,,
5205,,"Margava B",,54.95506,24.03176,https://www.stops.lt/kaunas/index.html#stop/732,,
5217,,"Narėpai A",,54.94616,24.01147,https://www.stops.lt/kaunas/index.html#stop/736,,
5204,,"Narėpai B",,54.94731,24.01456,https://www.stops.lt/kaunas/index.html#stop/731,,
16188,,"Vaišvydava C",,54.84378,24.04264,https://www.stops.lt/kaunas/index.html#stop/922,,
15787,,"Mastaičiai",,54.82481,23.84130,https://www.stops.lt/kaunas/index.html#stop/1090,,
15826,,"2-ieji Rokai A",,54.82632,23.94861,https://www.stops.lt/kaunas/index.html#stop/896,,
15804,,"2-ieji Rokai B",,54.82543,23.94866,https://www.stops.lt/kaunas/index.html#stop/887,,
15824,,"Paraželiai A",,54.81820,23.95647,https://www.stops.lt/kaunas/index.html#stop/895,,
15806,,"Paraželiai B",,54.81638,23.95784,https://www.stops.lt/kaunas/index.html#stop/888,,
15822,,"Raželiai A",,54.80761,23.95666,https://www.stops.lt/kaunas/index.html#stop/894,,
15808,,"Raželiai B",,54.80671,23.95719,https://www.stops.lt/kaunas/index.html#stop/889,,
16986,,"Šilelis",,54.93477,23.76107,https://www.stops.lt/kaunas/index.html#stop/1062,,
15820,,"Vainatrakio sankryža A",,54.79199,23.96550,https://www.stops.lt/kaunas/index.html#stop/893,,
2987,,"Šiltnamiai",,54.93836,24.10546,https://www.stops.lt/kaunas/index.html#stop/388,,
16800,,"Hollister",,54.94796,24.05690,https://www.stops.lt/kaunas/index.html#stop/1113,,
5213,,"Kauno oro uostas",,54.96728,24.07238,https://www.stops.lt/kaunas/index.html#stop/734,,
14773,,"Oro uosto g. A",,54.97122,24.06967,https://www.stops.lt/kaunas/index.html#stop/789,,
14426,,"Oro uosto g. B",,54.97129,24.06924,https://www.stops.lt/kaunas/index.html#stop/768,,
16934,,"Sankryža A",,54.82585,23.84855,https://www.stops.lt/kaunas/index.html#stop/1052,,
17365,,"Pakalnės g. A",,54.93335,23.77682,https://www.stops.lt/kaunas/index.html#stop/1100,,
17364,,"Pakalnės g. B",,54.93332,23.77705,https://www.stops.lt/kaunas/index.html#stop/1099,,
17368,,"Raudondvario kapinės A",,54.93707,23.76375,https://www.stops.lt/kaunas/index.html#stop/1102,,
17367,,"Raudondvario kapinės B",,54.93723,23.76350,https://www.stops.lt/kaunas/index.html#stop/1101,,
14553,,"Akademijos miestelis B",,54.89580,23.82433,https://www.stops.lt/kaunas/index.html#stop/779,,
16904,,"Pilies g.",,54.94308,23.77652,https://www.stops.lt/kaunas/index.html#stop/996,,
17069,,"Hegelmann",,54.96638,23.86507,https://www.stops.lt/kaunas/index.html#stop/1085,,
17229,,"Didžioji g. C",,54.94313,23.77436,https://www.stops.lt/kaunas/index.html#stop/1091,,
2996,,"Gimnazija A",,54.94061,23.77399,https://www.stops.lt/kaunas/index.html#stop/269,,
2995,,"Gimnazija B",,54.94110,23.77437,https://www.stops.lt/kaunas/index.html#stop/291,,
2899,,"Raudondvario medelynas A",,54.93310,23.78553,https://www.stops.lt/kaunas/index.html#stop/621,,
2898,,"Raudondvario medelynas B",,54.93398,23.78518,https://www.stops.lt/kaunas/index.html#stop/620,,
2994,,"Raudondvaris A",,54.93718,23.78076,https://www.stops.lt/kaunas/index.html#stop/297,,
2993,,"Raudondvaris B",,54.93779,23.77870,https://www.stops.lt/kaunas/index.html#stop/330,,
2998,,"Saulėtekio g. A",,54.94449,23.77137,https://www.stops.lt/kaunas/index.html#stop/267,,
2997,,"Saulėtekio g. B",,54.94415,23.77181,https://www.stops.lt/kaunas/index.html#stop/268,,
2999,,"Svarstyklės B",,54.94809,23.76269,https://www.stops.lt/kaunas/index.html#stop/266,,
2911,,"Rokų seniūnija A",,54.82978,23.94781,https://www.stops.lt/kaunas/index.html#stop/633,,
2974,,"Rokų seniūnija B",,54.83007,23.94757,https://www.stops.lt/kaunas/index.html#stop/696,,
10727,,"Akademijos miestelis A",,54.89468,23.82319,https://www.stops.lt/kaunas/index.html#stop/749,,
15308,,"Varžupio g. A",,54.89298,23.81461,https://www.stops.lt/kaunas/index.html#stop/836,,
15307,,"Varžupio g. B",,54.89238,23.81231,https://www.stops.lt/kaunas/index.html#stop/835,,
16888,,"1-ieji Sergeičikai A",,54.94607,24.06114,https://www.stops.lt/kaunas/index.html#stop/991,,
16869,,"1-ieji Sergeičikai B",,54.94533,24.06139,https://www.stops.lt/kaunas/index.html#stop/984,,
16885,,"2-ieji Sergeičikai A",,54.93666,24.06957,https://www.stops.lt/kaunas/index.html#stop/990,,
16872,,"2-ieji Sergeičikai B",,54.93720,24.06883,https://www.stops.lt/kaunas/index.html#stop/985,,
16884,,"Lelijų g. A",,54.93205,24.08686,https://www.stops.lt/kaunas/index.html#stop/989,,
16873,,"Lelijų g. B",,54.93157,24.08813,https://www.stops.lt/kaunas/index.html#stop/986,,
15983,,"1-ojo forto g. A",,54.88381,23.86611,https://www.stops.lt/kaunas/index.html#stop/902,,
15982,,"1-ojo forto g. B",,54.88431,23.86666,https://www.stops.lt/kaunas/index.html#stop/901,,
15408,,"Kauno šiltadaržiai A",,54.88826,23.84853,https://www.stops.lt/kaunas/index.html#stop/848,,
2442,,"Kauno šiltadaržiai B",,54.88851,23.84870,https://www.stops.lt/kaunas/index.html#stop/122,,
15309,,"Noreikiškės A",,54.88765,23.84320,https://www.stops.lt/kaunas/index.html#stop/837,,
15310,,"Noreikiškės B",,54.88792,23.84200,https://www.stops.lt/kaunas/index.html#stop/838,,
15471,,"Pakalnės g. C",,54.88059,23.86759,https://www.stops.lt/kaunas/index.html#stop/842,,
15401,,"Stirnų g. A",,54.88817,23.86130,https://www.stops.lt/kaunas/index.html#stop/845,,
15402,,"Stirnų g. B",,54.88859,23.86042,https://www.stops.lt/kaunas/index.html#stop/846,,
2932,,"Gyvenvietė A",,54.87025,24.07838,https://www.stops.lt/kaunas/index.html#stop/654,,
